Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-N10.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-N11.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-N12.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-N13.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-N14.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-N15.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-N16.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-N17.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-N18.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-N19.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-N20.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-N21.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-N22.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-N23.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-N24.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-N25.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-N26.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-N27.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-N28.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-N29.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-N30.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-N31.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-N32.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-N33.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-N34.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-N35.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-N36.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-N37.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-N38.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-N39.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-N40.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-N41.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-N42.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-N43.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-P10.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-P11.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-P12.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-P13.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-P14.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-P15.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-P16.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-P17.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-P18.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-P19.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-P20.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-P21.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-P22.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-P23.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-P24.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-P25.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-P26.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-P27.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-P28.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-P29.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-P30.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-P31.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-P32.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-P33.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-P34.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-P35.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-P36.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-P37.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-P38.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-P39.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-P40.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-P41.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-P42.mzML	D:\liuwei\20230227\LC_MS_20230227\2023022-LW-P43.mzML
Q9UET6	Q9UET6	TRM7_HUMAN	FTSJ1	Putative tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase																						8095.52	20150.7	23455.6	28740.6	35416.7	40711.2	51392.3	16960.1	39472.8																													24433.6	22624.5	20366.7	31671.6	59098.6					
Q9UFC0	Q9UFC0	LRWD1_HUMAN	LRWD1	Leucine-rich repeat and WD repeat-containing protein 1															11580.5	42408.7	34026.8	80530.3	125072	111580	87306	90465.5	79038.9	62643	46136	47777.5	39759.6	55506.8	58718.3																				51164.4		52266.5		49517.7	39994.3		84415.3	60007.1		39054.4	58344.5	52307	59679.8						
Q9UFN0	Q9UFN0;Q9BS92	NPS3A_HUMAN	NIPSNAP3A	Protein NipSnap homolog 3A		17981.9		94437				43168.8	162516	810228	2.85963e+06	5.05051e+06	3.83719e+06	1.20107e+06	316949	137428	79110.9	66033.4	64856	77543.7	124296	42648.2	31045.1	22528.9	32775.1	25029.7	22513.2	56656.7	172333	90754.6	83225.8	130090		198374				389882	394010				111212	443115	735306	5.51659e+06	3.1251e+06	1.20814e+06	354493	84509	54101.2		35621.6	24668.6		26122	29372.3		21941.2	11600.5	29369.6	107628	243613	172617			186926	
Q9UG63	Q9UG63	ABCF2_HUMAN	ABCF2	ATP-binding cassette sub-family F member 2		205098	489353	393132		352428	325393	218878			126299	58076.7	164720	47125.2	30862.3	29575.1	45387.7	32286.6	53810.1	56357.1	51434	75530.4	166090	254078	222300	164452	140216	166217	159620	270471	190389																	10209	35453.1	53099.2	43128.7		61921.4			92144	122214	502484	190648	147858	115637	141649	120158	65458.9	122071	184127		
Q9UGC7	Q9UGC7	RF1ML_HUMAN	MTRF1L	Peptide chain release factor 1-like, mitochondrial															28987.5																																		20975.5																			
Q9UGJ1	Q9UGJ1	GCP4_HUMAN	TUBGCP4	Gamma-tubulin complex component 4																								20855.2	37860.3																					37943.3													59775									
Q9UGK3	Q9UGK3	STAP2_HUMAN	STAP2	Signal-transducing adaptor protein 2								82725	118675	20154.4	62879.8	54045.9	113605	291762	87626.8	42288.4	18948.3	19574.4		7410.4	9927.22	5505.06	5742.04	7548.88		6298.04					113110												85536	132787		36165.3	85449.8	267151	94263.7	50126.7	23689.5	24812.6											18217.9	95872.7	78780			
Q9UGK8	Q9UGK8	SRGEF_HUMAN	SERGEF	Secretion-regulating guanine nucleotide exchange factor										12258.5	60310.7	30348.6	23983.1																																46277.4	53822.8		12185.4																				
Q9UGM6	Q9UGM6	SYWM_HUMAN	WARS2	Tryptophan--tRNA ligase, mitochondrial																	131998		12552.5	36072	57598.3	239295	269323	77688	50281.6	49103.2	56407.9	22449.6			175184	119477																								220597	247757		62494.9	50775.2	42153	26142.9	66366.8					
Q9UGN5	Q9UGN5	PARP2_HUMAN	PARP2	Poly [ADP-ribose] polymerase 2																								5215.57	8870.6	5755.77																																										
Q9UGP4	Q9UGP4	LIMD1_HUMAN	LIMD1	LIM domain-containing protein 1		57976	48183.2					60543.7	62593	35247	38803.9	25449.7	17328	23247.6	15737.7	21108.7	18899.2	12976	11328.3	14606.7	8973.61	10600.6	14264.6	11333.8	10571.5																					24558.5	15423.4	25225.4	18435.6	23120	19473.3									14805.3	16245.8							
Q9UGP5	Q9UGP5	DPOLL_HUMAN	POLL	DNA polymerase lambda														12636.6	11418.8	12046.1	18055.8	18451.8	14720		7107.62	4161.45																											6560.75	13065.9	19012.3					11001.9												
Q9UGU0	Q9UGU0	TCF20_HUMAN	TCF20	Transcription factor 20		355951	562500	511749	388715	347701	366034	259743	247640	210424	254678	200587	155653	141670	96759.1	106767	112871	97935	103284	156172	44430.8	46797.1	53698	44373.6	50103.3	37654.6	67669.9	163590	173914	150099	294803	195134				1.15748e+06	1.87423e+06	1.20602e+06	1.49849e+06	1.33265e+06	294813	575939	331843	206576	265355	266090	191208	101636	118788	130618	111102	176393				55759.8			92458.7	145709	88675	141969	179555					
Q9UGV2	Q9UGV2	NDRG3_HUMAN	NDRG3	Protein NDRG3													14212	9490.36	11616.5	18056.7	10915																															6212.66	28232.5	20867.6	11956.4																	
Q9UGY1	Q9UGY1	NOL12_HUMAN	NOL12	Nucleolar protein 12																												8585.55	64583.5	595579	874546	232757																														6076.49	84785.6	179473	532043	130001		
Q9UH65	Q9UH65	SWP70_HUMAN	SWAP70	Switch-associated protein 70												21748.8		29937.5	38082.8	54519.1	62946.4	66952.3	91431.7	74022.1	41642.7	97587.5	112738	132569	221360	112231	66111.6	53952.6	43676.9		90079.2		124656															47229.2	77875.4	129027	132084	128924	107051	67750		202686	200947	389989	250157	142084	101483	84942.4	57221.5	66883.2		137047		159204
Q9UHB6	Q9UHB6	LIMA1_HUMAN	LIMA1	LIM domain and actin-binding protein 1		102437	216652	248939	188586	140688	143740	158351	140546	89642.2	120207	146281	124452	111678	80286.3	74627.6	95579.8	73704.5	77073.7	68723.8	40750.1	61065.7	93324.5	127478	155283	133423	113990	114146	108913	170013	179681		177441				162713	61134.9	322346	297880	182558	211563	158027	166123	118161	167472	142308	108712	89702.8	147157	121546	100241	72361.5	34186.4		97430.2	129772	889732	224136	248285	163629	184998	129057	98809.6		201821	192992	
Q9UHB7	Q9UHB7	AFF4_HUMAN	AFF4	AF4/FMR2 family member 4		71607	114797	83832	96107.9	140210	106860	43421.2	45499.8	27041.3	35045.9	20134.4	21264.2	15811.8	30889.8	24404	12435.5	55195.1	82486.8	179176	59332.2	41628.7	32192.2	31390.4	32444.6	23754.6	48408.6	83574.7	161863	158644	90376.1								98893.5					16998.3	120095	23794.4	22658.4	16461.1		9879.31	17648.8	123601	66640	87493.6		32916.4	31233.7			39185.3	35308	121446	166232	120667	145254			
Q9UHD1	Q9UHD1	CHRD1_HUMAN	CHORDC1	Cysteine and histidine-rich domain-containing protein 1										70342.7	151042	106987	34532.7	10842.9	21270.8	15443.5	22931.2																											71996.8	105701	186657	55930.8	30591.5	21312.9	15826.9	29941.5																	
Q9UHD8	Q9UHD8	SEPT9_HUMAN	SEPTIN9	Septin-9		177914	168035	220577	242640	170358	255889	242912	136594	106357	136751	158332	135384	118891	128083	297352	461208	479079	367946	176262	100897	64220.7	53701.5	54965.9	65586.1	62795.6	53777.3	65136.7	43565.2	181616		183658	205891		194407	126772							20067.8		40071.1	64874	41982.3	60498.4	82300.3	249370	459682	341374	378136	201807		70849.8	62996.9		74019.7	77579.7	58085.9	64838.3	68235.1	98386.1	58386.9	72565.6		
Q9UHF7	Q9UHF7	TRPS1_HUMAN	TRPS1	Zinc finger transcription factor Trps1		474311	712270	453173	262348	258715	247398	189657	73127.9	78300.5	116737	81437	94363.7	115104	84216.9	60470.6	44500.7	43771.4	46960.7	94137	45636.3	43930.4	50059.9	61008.1	73211.5	40446	45803.2	69975.8	110627																	21209.8	28172.4	29744.1	53454.6	41014.4	26852.4						19560.6		27931.4	40748.6		74457	55774					
Q9UHI6	Q9UHI6	DDX20_HUMAN	DDX20	Probable ATP-dependent RNA helicase DDX20		86530.4	25472.3							43894.2	50351.2	48202.4	47845.5	41298.8	50308.2	61300.5	27068.3	14039.1	4603.98	26088.8			4573.95	4883.3																					43878.1	58147.5	39710.8	38463.9	50426.6	47410	25559.2																	
Q9UHN1	Q9UHN1	DPOG2_HUMAN	POLG2	DNA polymerase subunit gamma-2, mitochondrial		358943	184957	298997	184438	161942							20295.7			22013.1	91845.8	798408	2.26013e+06	581839	282161	125585	102908	71818.1	94789.5	91755.8	94842.1	84731.5	130323				144529				182893											18071.1		20107.7	108641	349599	3.12115e+06	896583		169694	92710.5		74045.4	76975.7	160795	98957.7	88074.5				279023	
Q9UHQ1	Q9UHQ1	NARF_HUMAN	NARF	Nuclear prelamin A recognition factor																		8967.91																																	13526.6																	
Q9UHR4	Q9UHR4	BI2L1_HUMAN	BAIAP2L1	Brain-specific angiogenesis inhibitor 1-associated protein 2-like protein 1		108637	79406.9	143004	92735.7	176003		134817	94374.5	48592.1	74988.1	108848	85525.7	41026.5	5131.81	9723.18	11247	33823.8	77449.9	169566	208587	176044	141098	109082	83584.8	63837.6	49505.4	68931.1	64348.1	76027.9	67453.8		232430										39963.4	124233	27421.8	73417.1	30715.3	32581.6	14641.9	12999.4	28872	89522.9	100741	194815		211601	119659		97021.2	59767	74409.8	74798.8	101006	100984	248534		86157.9	
Q9UHR5	Q9UHR5	S30BP_HUMAN	SAP30BP	SAP30-binding protein					179255		166423	155444		56996.7	113292	34207.6	22852.7	19604.9	29697.7	81575.5	10908.6			14176.3			21586.6	20306.7	34833.3	44361.1	108874	92449.5	129648	145581	110528															31290.2		14074.8		14278.2						12444.6			47337.6	42502.9	80001.9	123678	154056	184759	85621.3		69759.4	
Q9UHV9	Q9UHV9	PFD2_HUMAN	PFDN2	Prefoldin subunit 2									29872.6	36944.6	25723.4	11631.7	24711.9	29916.7	30483.8	30337.6	92039.7	190643	143202	197530	80722.1	50730.6	46615.1	57222.6	34318.7	63211.9	163699	153313	139986	94332.9	86790.3															16789	19092.3	52459.8	28579.7	57603.4	137962	241791	108329	92296.9		83352.1	44439.1		49069.9	145386	169000	168851	166164	284867			93929.5	
Q9UHX1	Q9UHX1	PUF60_HUMAN	PUF60	Poly(U)-binding-splicing factor PUF60		128799						96969.9	85303.1	33788.8	16324.6	13056.1	24829.5	25164.6	15421.4	134809	52743.8	36735.4	74265.5	191503	28046.9	15202	28654.4	11463.8	48708.8				52336																	17910.2	29608.2	17611.4	20179.1	54501.5	39851.3			77656.1		32987.5				34981.8							274237	
Q9UHY1	Q9UHY1	NRBP_HUMAN	NRBP1	Nuclear receptor-binding protein																					24569	35804.1	49707.1	55574.6	46388	55911	86120.1	23874.1																												36875.3	42018.2		64440	62746.9	25748.3							
Q9UI12	Q9UI12	VATH_HUMAN	ATP6V1H	V-type proton ATPase subunit H			30084.4	71059.2	37163.8																																	113107	194706																													
Q9UI30	Q9UI30	TR112_HUMAN	TRMT112	Multifunctional methyltransferase subunit TRM112-like protein													5108.41		31401	124010	218058	113004	91973.7	35949.9	58104	36544.8	22023	23131	23617.1	22004.2		24951.8	38441.7																				38301.6	115223	244790	48632.6	80896.8	66060.6		31679.1	24739.4		28886.2		25590.5	57510	33351.4			59817.5		
Q9UI32	Q9UI32	GLSL_HUMAN	GLS2	Glutaminase liver isoform, mitochondrial										26830.3				30036.8			4683.29		13972.7															636376												109859	167631		243481	14636.9	6699.78	107735																
Q9UIG0	Q9UIG0	BAZ1B_HUMAN	BAZ1B	Tyrosine-protein kinase BAZ1B												20744.7	33824.7		23483.9	33661.9	25878.6	27537.7	38602.4	77847.2	44974	26148.7	30476.8	22678.4	39009.3	36722.6	73074.4	165319	208362	231133	251691	79202.5																		35305.6	18907.4			16240.3		66346	38340		38331.1	55933.9	67512.8	156637	316577	74697.3				
Q9UII2	Q9UII2	ATIF1_HUMAN	ATP5IF1	ATPase inhibitor, mitochondrial	1.90456e+06	1.73856e+06	1.81936e+06	2.75313e+06	1.86867e+06	2.42294e+06	1.93798e+06	3.23471e+06	852564	1.09786e+06	1.27969e+06	863935	1.39773e+06	1.69007e+06	3.5622e+06	1.3503e+07	2.18033e+07	6.38835e+06	2.31058e+06	1.14298e+06	559077	478087	456880	672220	737450	384568	283228	319778	522125	578366	1.31745e+06	6.27969e+06	9.08334e+06	1.56279e+06	1.96533e+07	3.28152e+06	4.9861e+06	6.14309e+06	5.50987e+06	4.87344e+06	2.98291e+06	2.70454e+06	1.20672e+06	1.39753e+06	1.01947e+06	1.91872e+06	1.77296e+06	2.56624e+06	5.425e+06	1.1168e+07	2.23374e+07	8.28498e+06	3.53202e+06	1.76569e+06		703680	774462		1.73831e+06	848570	510270	624877	836368	658333	1.6551e+06	9.81694e+06	2.33047e+06	1.9143e+06
Q9UIJ7	Q9UIJ7	KAD3_HUMAN	AK3	GTP:AMP phosphotransferase AK3, mitochondrial										14161.2	7890.96	34689.1			220368	447675		276217	411457		48223.1	75408.1	181984		137390		71285.7	45688.5	51521.3			352685	1.19617e+06													23051.5	48448.5	124061	154006	311741	380016		76419			205984		1.64377e+06	162337	228790	120977		198411	162840	282396	144408		450222
Q9UIL1	Q9UIL1	SCOC_HUMAN	SCOC	Short coiled-coil protein													25331	15658.8	21545.5	14926.9		7490.25	4552.52					8556.33																								9618.79	4234.54																			
Q9UJ41	Q9UJ41	RABX5_HUMAN	RABGEF1	Rab5 GDP/GTP exchange factor																		28334.4	37744.8	15428.3	38110.3	41877	40307.9	28800.8	52980.8	21505.5	33048.9	28913.6	36087.6																						7620.61			21154		70199.9	71204.4		33145.7	25079.5	24933.1	88177.2	189059	96914				
Q9UJ68	Q9UJ68	MSRA_HUMAN	MSRA	Mitochondrial peptide methionine sulfoxide reductase		309580	246958	160340	62210.9				12157.7		17907.5		10620.7	6366.57	4107.73																					445474	181492	105202									9596.17	7209.9																				
Q9UJ70	Q9UJ70	NAGK_HUMAN	NAGK	N-acetyl-D-glucosamine kinase													22234.7	44859.1	97880.4	275654	363595	297730	203374	152517	186034	154918	182332	151638	181668	191312	116136	144912	90510.9	47053.1			247088															37737.9	63669.4	137855	248998	76203.1	220956	166636		139670	130401		142392	111129	107823	58178.1	776904				99045.2	
Q9UJA5	Q9UJA5	TRM6_HUMAN	TRMT6	tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6			57967.6						41496.3		40081.1					16278.7	15774.2	67371.9	174016	153473	784120	611913	327103	141714	81265.7	57053.1	47126.6	51559.5	109382	55249	162301																				16824.8	29826.6	142983	259276		563259	178981		47476.5	47131.1	46996.8	27665.7	143695	149995				192596
Q9UJJ9	Q9UJJ9	GNPTG_HUMAN	GNPTG	N-acetylglucosamine-1-phosphotransferase subunit gamma														32314.1	45741.5	31796.1	13786.8	11940.2					9637.4																									17993	42940.1	22387.1	15124.9																	
Q9UJU6	Q9UJU6	DBNL_HUMAN	DBNL	Drebrin-like protein													16834.3	54687.1	39344.1	33381.5	12287.1	18597.3	33484.1	22330.7	13918.7	13136.6	20498.6	25336	36722	67856.1	239557	249549	151101	100605														98513.9				23169.7	24294.4	28106.5	23178.6						11943.6		28947.7	93081.6	184398	233304	164741	121842			58664.4	
Q9UJV3	Q9UJV3	TRIM1_HUMAN	MID2	Probable E3 ubiquitin-protein ligase MID2																			11725.2	18940.9	33786.7	32970.4	25411.3		27356.1	32818.3																																										
Q9UJV9	Q9UJV9	DDX41_HUMAN	DDX41	Probable ATP-dependent RNA helicase DDX41												10282.8			5209.53			22348.4	22023.6	52279.5	20345.5	16257.6	30286.9	31777.2	32912.6	40089.2	40675.7	71870.4	78589.7	69796.8																8742.21				4246.13		5558.26					20049.7		43947.4	37831.1	46317.9	47181.2	113237	254732	247004			
Q9UJW0	Q9UJW0	DCTN4_HUMAN	DCTN4	Dynactin subunit 4													2092.41			13869.4	22553.6	11776.1			8831.48	7368.76	16791.4	9603.44	34841.9	34785.6		4419.5																						20176.1	28174						7007.97		25749.3	25516.5	22592.3	8032.21						
Q9UJY1	Q9UJY1	HSPB8_HUMAN	HSPB8	Heat shock protein beta-8		78349.5	72015.4	74739.7	73156.6			122564	159614	239118	432673	384813	279287	127309	140436	89754.1	108509	94667.6	213102	133201	75954.4	55290.6	93561	76232.1	90908.4	93266.7	106273	114881	186575	174080	430730	286200	342630	193779									125284	230465	230430	497595	317557	207109	115225	98560.1	93345.5	69763.6	16154.8	39437.5		57223.3	65392.4		69932.8	167173	93864.1	131867	207845	106571	206084	189447	395630	217340
Q9UK33	Q9UK33	ZN580_HUMAN	ZNF580	Zinc finger protein 580			50495.1									11647.4		6879.54	2985.45	8739.45	3794.53						6670.47	11733.6	12119.9	13093.5	72563	73679.2	43621.5	113197	244302															6925.15			2592.73											23872.5	43979.9	50139.4	39848.4	67282	178734			
Q9UK41	Q9UK41	VPS28_HUMAN	VPS28	Vacuolar protein sorting-associated protein 28 homolog															8202.53		12473.3	17649.6	22551.1	39623.9		41720.6	64135.2	34603.8	59532.6	40749.7	303333		670196	347593	350022	465475																		19260.8	4319.35								21641.7		235649	418438			219642		80489.1	
Q9UK45	Q9UK45	LSM7_HUMAN	LSM7	U6 snRNA-associated Sm-like protein LSm7																	25165	65680.1	163979	168012	114975	69329.3	34657.7	61112.1	48828.3	57026.1	38748.6	60369.2	46709.6																								137421	99819		76187			94272	42750	47392.9		72474.8					
Q9UK53	Q9UK53	ING1_HUMAN	ING1	Inhibitor of growth protein 1																										12283.6	40554.8	30426.6	23171																															7601.23	23570	10572.5						
Q9UK59	Q9UK59	DBR1_HUMAN	DBR1	Lariat debranching enzyme											26004.4			25262.9			59001.1	43584	76768.7	47508.8	28528.7	70054.8	130970	192308	277539	374647	350188	256638	171314	268737		166775	129188																							66723	172817		270267	351401	367228	185197	127557	450430	190334		139880	
Q9UK61	Q9UK61	TASOR_HUMAN	TASOR	Protein TASOR											12250.7	11275.5	13002	8620.38							12097.7	13236.5	5667.47	4597.08																																					6366.72							
Q9UK76	Q9UK76	JUPI1_HUMAN	JPT1	Jupiter microtubule associated homolog 1											44095.1	38065	14284				9714.83																													66945.7		7230.21																				
Q9UK99	Q9UK99	FBX3_HUMAN	FBXO3	F-box only protein 3																	12564.9	25846.6	47117	35966.1	18954.4	17836.9	21680.9	26740.6	34090.4	24131.9	25098.6	20636.9	30613.5																						7294.29					22469.5	20582.2		26418.5	12293.1	19677.7							
Q9UKB1	Q9UKB1	FBW1B_HUMAN	FBXW11	F-box/WD repeat-containing protein 11																						6455	11499.9	12613.8	27644.9	18974.2	22905.3	25913.2																													15011.7		23664.4	10698.4	10989.4							
Q9UKF6	Q9UKF6	CPSF3_HUMAN	CPSF3	Cleavage and polyadenylation specificity factor subunit 3															23220.7	73061.4	33315.9	20511.2	21444.6	8373.61	34120.8	31898.6	31036.2	25444.9	48779.8	32122.5	36260.3	34373.2																					11747.9		11085.2					31117.2	40966.2			18553.7	39708.4							
Q9UKG1	Q9UKG1	DP13A_HUMAN	APPL1	DCC-interacting protein 13-alpha																14717.9	12959.5	11022																																28266.6	22628.5																	
Q9UKG9	Q9UKG9	OCTC_HUMAN	CROT	Peroxisomal carnitine O-octanoyltransferase												80687.2	41014	45615	3851.54													91988.5																		68647.5	33407.8	8564.2	7244.84																			
Q9UKI8	Q9UKI8	TLK1_HUMAN	TLK1	Serine/threonine-protein kinase tousled-like 1														5446.52	34860.4	64210.2	86210.6	50348.5	42134.6	11417.8	19224.1	18275.3	24616.3	15500.2	14267.9	15686.5		26745.8																				2041.85	30929.8	84930.7	64728	40375.8	22110.6	16679.4		20615.3	16784.1		17309.7									
Q9UKK9	Q9UKK9	NUDT5_HUMAN	NUDT5	ADP-sugar pyrophosphatase															72391.8	298675	2.90392e+06	2.03497e+06	1.50183e+06	196502	267858	223503	135500	78534.9	98553.3	76297.6	56943.3		169557	1.4058e+06			622674	802985															77923.7	198904	1.46021e+06	975570	868426	584576		149016	154814		156352	61996.2	93773.7							
Q9UKL0	Q9UKL0	RCOR1_HUMAN	RCOR1	REST corepressor 1													5131.48	9687.11	14013.5	26952.7	22835.7	40015.7	85844.9	116179	157339	175873	210276	192654	195578	147378	138083	171480	140125	133596	97082.9	220351														10253.1		15518.9	49136	16600.9	26252.2		22945.9	91427		111955	108708		118252	106962	116839	102967	72857.5	62349.8	131824	56096.9	134836	78559
Q9UKL3	Q9UKL3	C8AP2_HUMAN	CASP8AP2	CASP8-associated protein 2																6911.96	7070.95	6202.88			8006.73	6846.26	17710.4																																													
Q9UKM7	Q9UKM7	MA1B1_HUMAN	MAN1B1	Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase														4892.14	22738.7	14197.8	3899.05																																15425.8																			
Q9UKM9	Q9UKM9	RALY_HUMAN	RALY	RNA-binding protein Raly													30267.6	21137.3						58057.7								61814.7	109685	102596	106258																		9887.07								13433.1		11105	25927.3	23478	161594	173248	200305	110285			
Q9UKN8	Q9UKN8	TF3C4_HUMAN	GTF3C4	General transcription factor 3C polypeptide 4									167605	140897					13009.3	69900.5	236663	194757	93861	47159.3	36380.6	23666.6	26221.6	16095.4	32023.6	30742.9	34735	21253.5	141256																	342903				41207.9	200283	107134	168880	42443.6		26460.3	12933.3		29291.3	37863.5	33163.5							
Q9UKS6	Q9UKS6	PACN3_HUMAN	PACSIN3	Protein kinase C and casein kinase substrate in neurons protein 3																					12639.3	18501.7	29970.1	39291.8	44567.6	33287.5	34117.7	26143.3	27935.5																											11177.9	24057.2		49377.6	39419.8	45609.1	33640.7						
Q9UKV3	Q9UKV3	ACINU_HUMAN	ACIN1	Apoptotic chromatin condensation inducer in the nucleus							39232.3				12784.8	18083.3	12383.1	16267.6	22828.4	25854.6	11647.8	22703	37927.3	28528.3	10221.4	11999.8	11837.2	13100.3	30493.1	74119.9	163644	106847	142167	143247	102536	145905																	19893.5	19460.4	20118.4								60683.6	56871.6	56496.4	84115.4	147060	135084	70501.8			
Q9UKV8	Q9H9G7;Q9HCK5;Q9UKV8;Q9UL18	AGO2_HUMAN	AGO2	Protein argonaute-2													15579.5	21419.4	40064.3	89893.4	183014	134372	85739.2	32671.4	21267	17504.6	17780.1	20297.2	21646.4	21081.8		17553.7					23972.3															12303.7	34486.3	60192.3	137685	42607.9	58827			25610.3	18942.5			25423.9	11482.9							
Q9UKW4	Q9UKW4	VAV3_HUMAN	VAV3	Guanine nucleotide exchange factor VAV3												16388	11747	23531.8	44707.5	28530.7	25067.3	44220.1	58203.6	52105.8	23052.5	12901	9553.6	5769.82																						19532.9	24429.8	29627.2	50836.7	34656.3	39161.6	24526.1	78381.7	50889.8		16771.5	4512.63											
Q9UKX7	Q9UKX7	NUP50_HUMAN	NUP50	Nuclear pore complex protein Nup50												11701.7	13257.9		27942.7	31258.3	36051.4	15075.8																												28002.4			33754.8	67614.8	41624.3	44271.5																
Q9UKY1	Q9UKY1	ZHX1_HUMAN	ZHX1	Zinc fingers and homeoboxes protein 1																							19117.2		40400.7	36403.6	25626.7	32302.4																																19766.6	17835.7	18066.8						
Q9UKY7	Q9UKY7	CDV3_HUMAN	CDV3	Protein CDV3 homolog															19342.8	14866.3	30402.2	11835.7																												13292.7				31586.4	60890.6																	
Q9UKZ1	Q9UKZ1	CNO11_HUMAN	CNOT11	CCR4-NOT transcription complex subunit 11															4006.92	10917.2	11331.6	9571.87			3194.78	2302.74	4284.52																																													
Q9UL03	Q9UL03	INT6_HUMAN	INTS6	Integrator complex subunit 6											71275.5	75898.1	54546.9					9099.68	19245.1	109647	34324.6	30031.3	35676.8	32573	27978.7	17906.6	19919.6	34347.8																							9492.67		54081.4	61345		37872.6	21538.9		23446.1		10434.8							
Q9UL15	Q9UL15	BAG5_HUMAN	BAG5	BAG family molecular chaperone regulator 5																10211.8				7544.6							34068.5	17637																							3724.15									103837								
